date,symbol,close
2022-05-09,MSFT,303.68
2022-05-09,NVDA,350.51
2022-05-09,META,394.76
2022-05-09,NFLX,456.82
2022-05-09,BABA,495.48
2022-05-09,INTC,551.16
2022-05-10,AAPL,103.41
2022-05-10,GOOG,155.69
2022-05-10,TSLA,193.13
2022-05-10,AMZN,249.28
2022-05-10,MSFT,306.43
2022-05-10,NVDA,353.55
2022-05-10,META,401.36
2022-05-10,NFLX,444.4
2022-05-10,BABA,504.46
2022-05-10,INTC,543.16
2022-05-11,AAPL,100.87
2022-05-11,GOOG,142.91
2022-05-11,TSLA,201.84
2022-05-11,AMZN,248.4
2022-05-11,MSFT,296.36
2022-05-11,NVDA,349.1
2022-05-11,META,403.09
2022-05-11,NFLX,453.76
2022-05-11,BABA,497.78
2022-05-11,INTC,552.35
2022-05-12,AAPL,101.33
2022-05-12,GOOG,154.46
2022-05-12,TSLA,197.89
2022-05-12,AMZN,249.14
2022-05-12,MSFT,297.79
2022-05-12,NVDA,
2022-05-12,META,399.42
2022-05-12,NFLX,460.16
2022-05-12,BABA,501.1
2022-05-12,INTC,554.47
2022-05-13,AAPL,90.76
2022-05-13,GOOG,151.0
2022-05-13,TSLA,200.65
2022-05-13,AMZN,252.32
2022-05-13,MSFT,296.1
2022-05-13,NVDA,351.32
2022-05-13,META,397.78
2022-05-13,NFLX,453.75
2022-05-13,BABA,490.09
2022-05-13,INTC,542.84
2022-05-16,AAPL,98.94
2022-05-16,GOOG,148.1
2022-05-16,TSLA,199.39
2022-05-16,AMZN,244.72
2022-05-16,MSFT,306.77
2022-05-16,NVDA,344.87
2022-05-16,META,404.36
2022-05-16,NFLX,442.08
2022-05-16,BABA,497.71
2022-05-16,INTC,552.34
2022-05-17,AAPL,105.64
2022-05-17,GOOG,149.08
2022-05-17,TSLA,192.68
2022-05-17,AMZN,252.0
2022-05-17,MSFT,300.66
2022-05-17,NVDA,355.22
2022-05-17,META,403.89
2022-05-17,NFLX,450.53
2022-05-17,BABA,496.39
2022-05-17,INTC,545.36
2022-05-18,AAPL,96.2
2022-05-18,GOOG,144.6
2022-05-18,TSLA,195.81
2022-05-18,AMZN,
2022-05-18,MSFT,293.09
2022-05-18,NVDA,356.77
2022-05-18,META,401.44
2022-05-18,NFLX,446.49
2022-05-18,BABA,502.66
2022-05-18,INTC,549.79
2022-05-19,AAPL,97.63
2022-05-19,GOOG,147.4
2022-05-19,TSLA,199.11
2022-05-19,AMZN,260.8
2022-05-19,MSFT,303.32
2022-05-19,NVDA,352.81
2022-05-19,META,397.4
2022-05-19,NFLX,447.05
2022-05-19,BABA,501.72
2022-05-19,INTC,557.25
2022-05-20,AAPL,103.17
2022-05-20,GOOG,158.83
2022-05-20,TSLA,189.91
2022-05-20,AMZN,251.76
2022-05-20,MSFT,305.48
2022-05-20,NVDA,353.46
2022-05-20,META,401.22
2022-05-20,NFLX,446.96
2022-05-20,BABA,487.63
2022-05-20,INTC,553.25
2022-05-23,AAPL,97.02
2022-05-23,GOOG,148.14
2022-05-23,TSLA,197.49
2022-05-23,AMZN,255.89
2022-05-23,MSFT,307.86
2022-05-23,NVDA,349.31
2022-05-23,META,397.8
2022-05-23,NFLX,451.19
2022-05-23,BABA,505.39
2022-05-23,INTC,541.48
2022-05-24,AAPL,100.63
2022-05-24,GOOG,147.36
2022-05-24,TSLA,202.53
2022-05-24,AMZN,246.15
2022-05-24,MSFT,293.19
2022-05-24,NVDA,343.8
2022-05-24,META,397.89
2022-05-24,NFLX,446.25
2022-05-24,BABA,508.67
2022-05-24,INTC,559.31
2022-05-25,AAPL,103.16
2022-05-25,GOOG,152.57
2022-05-25,TSLA,196.03
2022-05-25,AMZN,254.38
2022-05-25,MSFT,303.88
2022-05-25,NVDA,347.6
2022-05-25,META,401.4
2022-05-25,NFLX,453.22
2022-05-25,bad$symbol,499.07
2022-05-25,INTC,544.85
2022-05-26,AAPL,92.83
2022-05-26,GOOG,147.51
2022-05-26,TSLA,210.68
2022-05-26,AMZN,253.12
2022-05-26,MSFT,304.63
2022-05-26,NVDA,355.55
2022-05-26,META,409.1
2022-05-26,NFLX,453.2
2022-05-26,BABA,496.46
2022-05-26,INTC,533.67
2022-05-27,AAPL,111.0
2022-05-27,GOOG,152.13
2022-05-27,TSLA,196.96
2022-05-27,AMZN,248.2
2022-05-27,MSFT,301.93
2022-05-27,NVDA,354.19
2022-05-27,META,393.44
2022-05-27,NFLX,451.36
2022-05-27,BABA,499.12
2022-05-27,INTC,551.86
2022-05-30,AAPL,98.3
2022-05-30,GOOG,153.55
2022-05-30,TSLA,200.67
2022-05-30,AMZN,244.04
2022-05-30,MSFT,302.47
2022-05-30,NVDA,344.85
2022-05-30,META,400.49
2022-05-30,NFLX,448.97
2022-05-30,bad$symbol,498.3
2022-05-30,INTC,546.77
2022-05-31,AAPL,98.55
2022-05-31,GOOG,148.83
2022-05-31,TSLA,196.24
2022-05-31,AMZN,247.61
2022-05-31,MSFT,293.31
2022-05-31,NVDA,345.72
2022-05-31,META,394.75
2022-05-31,NFLX,456.71
2022-05-31,BABA,506.96
2022-05-31,INTC,550.26
2022-06-01,AAPL,94.64
2022-06-01,GOOG,147.22
2022-06-01,TSLA,205.05
2022-06-01,AMZN,258.16
2022-06-01,MSFT,291.43
2022-06-01,NVDA,357.53
2022-06-01,META,403.28
2022-06-01,NFLX,444.1
2022-06-01,BABA,499.47
2022-06-01,INTC,551.88
2022-06-02,AAPL,104.17
2022-06-02,GOOG,147.17
2022-06-02,TSLA,195.22
2022-06-02,AMZN,246.5
2022-06-02,MSFT,301.05
2022-06-02,NVDA,346.52
2022-06-02,META,403.06
2022-06-02,NFLX,453.6
2022-06-02,BABA,503.37
2022-06-02,INTC,559.5
2022-06-03,AAPL,105.46
2022-06-03,GOOG,145.31
2022-06-03,TSLA,205.7
2022-06-03,AMZN,245.96
2022-06-03,MSFT,292.86
2022-06-03,NVDA,349.49
2022-06-03,META,397.36
2022-06-03,NFLX,454.95
2022-06-03,BABA,503.2
2022-06-03,INTC,553.32
2022-06-06,AAPL,104.95
2022-06-06,GOOG,155.69
2022-06-06,TSLA,190.37
2022-06-06,AMZN,247.44
2022-06-06,MSFT,308.4
2022-06-06,NVDA,351.78
2022-06-06,META,398.32
2022-06-06,NFLX,449.78
2022-06-06,BABA,508.55
2022-06-06,INTC,559.83
2022-06-07,AAPL,103.39
2022-06-07,GOOG,
2022-06-07,TSLA,206.24
2022-06-07,AMZN,249.88
2022-06-07,MSFT,297.06
2022-06-07,NVDA,346.11
2022-06-07,META,396.72
2022-06-07,NFLX,442.72
2022-06-07,BABA,499.91
2022-06-07,INTC,558.67
2022-06-08,AAPL,105.45
2022-06-08,GOOG,139.12
2022-06-08,TSLA,204.32
2022-06-08,AMZN,241.63
2022-06-08,MSFT,300.12
2022-06-08,NVDA,349.67
2022-06-08,META,401.51
2022-06-08,NFLX,442.69
2022-06-08,BABA,493.25
2022-06-08,INTC,553.29
2022-06-09,AAPL,104.53
2022-06-09,GOOG,161.13
2022-06-09,TSLA,195.58
2022-06-09,AMZN,250.77
2022-06-09,MSFT,298.08
2022-06-09,NVDA,346.7
2022-06-09,META,403.24
2022-06-09,NFLX,453.31
2022-06-09,BABA,500.56
2022-06-09,INTC,545.3
2022-06-10,AAPL,105.5
2022-06-10,GOOG,146.3
2022-06-10,TSLA,206.72
2022-06-10,AMZN,244.67
2022-06-10,MSFT,297.32
2022-06-10,NVDA,343.36
2022-06-10,META,403.45
2022-06-10,NFLX,436.97
2022-06-10,BABA,500.83
2022-06-10,INTC,551.59
2022-06-13,AAPL,95.18
2022-06-13,GOOG,148.96
2022-06-13,TSLA,196.98
2022-06-13,AMZN,254.29
2022-06-13,MSFT,307.08
2022-06-13,NVDA,350.33
2022-06-13,META,394.08
2022-06-13,NFLX,446.25
2022-06-13,BABA,502.74
2022-06-13,INTC,556.88
2022-06-14,AAPL,96.06
2022-06-14,GOOG,155.96
2022-06-14,TSLA,196.32
2022-06-14,AMZN,253.77
2022-06-14,MSFT,305.01
2022-06-14,NVDA,354.72
2022-06-14,META,406.97
2022-06-14,NFLX,450.14
2022-06-14,BABA,502.74
2022-06-14,INTC,558.78
2022-06-15,AAPL,99.93
2022-06-15,GOOG,140.72
2022-06-15,TSLA,202.0
2022-06-15,AMZN,253.48
2022-06-15,MSFT,304.24
2022-06-15,NVDA,342.47
2022-06-15,META,395.2
2022-06-15,NFLX,452.47
2022-06-15,BABA,501.78
2022-06-15,INTC,546.66
2022-06-16,AAPL,93.83
2022-06-16,GOOG,153.55
2022-06-16,TSLA,193.15
2022-06-16,bad$symbol,257.59
2022-06-16,MSFT,
2022-06-16,NVDA,348.34
2022-06-16,META,398.59
2022-06-16,NFLX,444.4
2022-06-16,BABA,496.8
2022-06-16,INTC,552.96
2022-06-17,AAPL,104.31
2022-06-17,GOOG,153.36
2022-06-17,TSLA,201.39
2022-06-17,AMZN,259.26
2022-06-17,MSFT,300.16
2022-06-17,NVDA,344.79
2022-06-17,META,395.25
2022-06-17,NFLX,454.55
2022-06-17,BABA,497.13
2022-06-17,INTC,556.7
2022-06-20,AAPL,107.38
2022-06-20,GOOG,150.15
2022-06-20,TSLA,200.13
2022-06-20,AMZN,247.04
2022-06-20,MSFT,301.93
2022-06-20,NVDA,346.23
2022-06-20,META,397.79
2022-06-20,NFLX,458.34
2022-06-20,BABA,503.31
2022-06-20,INTC,550.09
2022-06-21,AAPL,99.71
2022-06-21,GOOG,152.64
2022-06-21,TSLA,192.45
2022-06-21,AMZN,239.69
2022-06-21,MSFT,303.32
2022-06-21,NVDA,341.27
2022-06-21,META,400.4
2022-06-21,NFLX,449.38
2022-06-21,BABA,496.18
2022-06-21,INTC,549.79
2022-06-22,AAPL,101.25
2022-06-22,GOOG,
2022-06-22,TSLA,204.2
2022-06-22,AMZN,248.37
2022-06-22,MSFT,299.93
2022-06-22,NVDA,349.74
2022-06-22,META,395.72
2022-06-22,NFLX,454.87
2022-06-22,BABA,504.98
2022-06-22,INTC,544.49
2022-06-23,AAPL,97.27
2022-06-23,GOOG,146.38
2022-06-23,TSLA,196.55
2022-06-23,AMZN,244.96
2022-06-23,MSFT,301.39
2022-06-23,NVDA,350.8
2022-06-23,META,405.69
2022-06-23,NFLX,449.25
2022-06-23,BABA,496.63
2022-06-23,INTC,551.99
2022-06-24,AAPL,104.0
2022-06-24,GOOG,144.93
2022-06-24,TSLA,199.16
2022-06-24,AMZN,250.76
2022-06-24,MSFT,299.13
2022-06-24,NVDA,343.87
2022-06-24,META,
2022-06-24,NFLX,443.12
2022-06-24,BABA,504.08
2022-06-24,INTC,544.35
2022-06-27,AAPL,95.75
2022-06-27,GOOG,156.1
2022-06-27,TSLA,203.89
2022-06-27,AMZN,253.52
2022-06-27,MSFT,304.52
2022-06-27,NVDA,354.7
2022-06-27,META,403.54
2022-06-27,NFLX,457.07
2022-06-27,BABA,496.46
2022-06-27,INTC,-548.06
2022-06-28,AAPL,96.88
2022-06-28,GOOG,143.74
2022-06-28,TSLA,207.38
2022-06-28,AMZN,252.26
2022-06-28,MSFT,300.46
2022-06-28,NVDA,349.38
2022-06-28,META,404.27
2022-06-28,NFLX,453.1
2022-06-28,BABA,495.63
2022-06-28,INTC,549.59
2022-06-29,AAPL,93.55
2022-06-29,GOOG,154.23
2022-06-29,TSLA,202.38
2022-06-29,AMZN,255.89
2022-06-29,MSFT,296.12
2022-06-29,NVDA,340.89
2022-06-29,META,393.77
2022-06-29,NFLX,447.8
2022-06-29,BABA,508.25
2022-06-29,INTC,548.66
2022-06-30,AAPL,100.35
2022-06-30,GOOG,152.8
2022-06-30,TSLA,204.33
2022-06-30,AMZN,247.2
2022-06-30,MSFT,299.2
2022-06-30,NVDA,344.98
2022-06-30,META,394.9
2022-06-30,NFLX,457.19
2022-06-30,BABA,495.08
2022-06-30,INTC,555.81
2022-07-01,AAPL,95.21
2022-07-01,GOOG,144.84
2022-07-01,TSLA,195.88
2022-07-01,AMZN,251.48
2022-07-01,MSFT,303.46
2022-07-01,NVDA,345.82
2022-07-01,META,395.4
2022-07-01,NFLX,455.76
2022-07-01,BABA,500.02
2022-07-01,INTC,555.88
2022-07-04,AAPL,100.97
2022-07-04,GOOG,152.58
2022-07-04,TSLA,191.33
2022-07-04,AMZN,249.2
2022-07-04,MSFT,299.05
2022-07-04,NVDA,356.74
2022-07-04,META,398.32
2022-07-04,NFLX,448.09
2022-07-04,BABA,496.72
2022-07-04,INTC,540.24
2022-07-05,AAPL,101.87
2022-07-05,GOOG,149.85
2022-07-05,TSLA,195.08
2022-07-05,AMZN,251.33
2022-07-05,MSFT,296.7
2022-07-05,NVDA,350.89
2022-07-05,META,400.82
2022-07-05,NFLX,454.44
2022-07-05,BABA,508.49
2022-07-05,INTC,546.9
2022-07-06,AAPL,103.78
2022-07-06,GOOG,148.72
2022-07-06,TSLA,204.23
2022-07-06,AMZN,248.5
2022-07-06,MSFT,296.39
2022-07-06,NVDA,351.13
2022-07-06,META,404.82
2022-07-06,NFLX,449.22
2022-07-06,BABA,506.86
2022-07-06,INTC,546.92
2022-07-07,AAPL,110.04
2022-07-07,GOOG,154.25
2022-07-07,TSLA,204.17
2022-07-07,AMZN,250.02
2022-07-07,MSFT,302.22
2022-07-07,NVDA,333.69
2022-07-07,META,396.53
2022-07-07,NFLX,436.74
2022-07-07,BABA,497.28
2022-07-07,INTC,
2022-07-08,AAPL,103.13
2022-07-08,GOOG,151.24
2022-07-08,TSLA,197.53
2022-07-08,AMZN,250.46
2022-07-08,MSFT,304.8
2022-07-08,NVDA,348.76
2022-07-08,META,396.2
2022-07-08,NFLX,446.79
2022-07-08,BABA,498.6
2022-07-08,INTC,545.36
2022-07-11,AAPL,99.04
2022-07-11,GOOG,150.66
2022-07-11,TSLA,202.04
2022-07-11,AMZN,251.79
2022-07-11,MSFT,296.18
2022-07-11,NVDA,349.13
2022-07-11,META,397.3
2022-07-11,NFLX,451.01
2022-07-11,BABA,493.97
2022-07-11,INTC,539.59
2022-07-12,AAPL,99.63
2022-07-12,GOOG,154.23
2022-07-12,TSLA,195.48
2022-07-12,AMZN,253.78
2022-07-12,MSFT,302.8
2022-07-12,NVDA,358.96
2022-07-12,META,409.37
2022-07-12,NFLX,450.33
2022-07-12,BABA,502.28
2022-07-12,INTC,543.44
2022-07-13,AAPL,98.53
2022-07-13,GOOG,140.68
2022-07-13,TSLA,201.31
2022-07-13,AMZN,250.96
2022-07-13,MSFT,291.81
2022-07-13,NVDA,342.42
2022-07-13,META,401.19
2022-07-13,NFLX,447.35
2022-07-13,BABA,497.72
2022-07-13,INTC,547.47
2022-07-14,AAPL,96.78
2022-07-14,GOOG,143.56
2022-07-14,TSLA,197.78
2022-07-14,AMZN,253.15
2022-07-14,MSFT,304.75
2022-07-14,NVDA,356.5
2022-07-14,META,392.8
2022-07-14,NFLX,444.2
2022-07-14,BABA,498.99
2022-07-14,INTC,548.85
2022-07-15,AAPL,101.0
2022-07-15,GOOG,162.65
2022-07-15,TSLA,199.19
2022-07-15,AMZN,
2022-07-15,MSFT,301.5
2022-07-15,NVDA,354.47
2022-07-15,META,398.94
2022-07-15,NFLX,446.49
2022-07-15,BABA,500.41
2022-07-15,INTC,548.26
2022-07-18,AAPL,101.72
2022-07-18,GOOG,148.75
2022-07-18,TSLA,199.1
2022-07-18,AMZN,247.3
2022-07-18,MSFT,307.62
2022-07-18,NVDA,355.86
2022-07-18,META,404.06
2022-07-18,NFLX,450.77
2022-07-18,BABA,494.99
2022-07-18,INTC,545.3
2022-07-19,AAPL,94.74
2022-07-19,GOOG,149.07
2022-07-19,TSLA,196.84
2022-07-19,AMZN,253.88
2022-07-19,MSFT,295.99
2022-07-19,NVDA,356.38
2022-07-19,META,406.19
2022-07-19,NFLX,
2022-07-19,BABA,496.14
2022-07-19,INTC,542.93
2022-07-20,AAPL,97.26
2022-07-20,GOOG,149.34
2022-07-20,TSLA,201.61
2022-07-20,AMZN,243.98
2022-07-20,MSFT,289.75
2022-07-20,NVDA,346.23
2022-07-20,META,409.93
2022-07-20,NFLX,454.75
2022-07-20,BABA,501.42
2022-07-20,INTC,548.52
2022-07-21,AAPL,95.57
2022-07-21,GOOG,149.95
2022-07-21,TSLA,207.67
2022-07-21,AMZN,245.66
2022-07-21,MSFT,305.68
2022-07-21,NVDA,349.2
2022-07-21,META,394.67
2022-07-21,NFLX,453.06
2022-07-21,BABA,501.56
2022-07-21,INTC,549.06
2022-07-22,AAPL,100.55
2022-07-22,GOOG,156.85
2022-07-22,TSLA,201.22
2022-07-22,AMZN,249.25
2022-07-22,MSFT,294.32
2022-07-22,NVDA,352.92
2022-07-22,META,-404.09
2022-07-22,NFLX,455.37
2022-07-22,BABA,501.55
2022-07-22,INTC,557.39
2022-07-25,AAPL,104.97
2022-07-25,GOOG,148.03
2022-07-25,TSLA,193.55
2022-07-25,AMZN,244.18
2022-07-25,MSFT,309.85
2022-07-25,NVDA,359.74
2022-07-25,META,397.73
2022-07-25,NFLX,457.27
2022-07-25,BABA,502.48
2022-07-25,INTC,550.12
2022-07-26,AAPL,101.29
2022-07-26,GOOG,141.13
2022-07-26,TSLA,196.82
2022-07-26,AMZN,248.53
2022-07-26,MSFT,300.53
2022-07-26,NVDA,338.72
2022-07-26,META,405.21
2022-07-26,bad$symbol,448.16
2022-07-26,BABA,506.77
2022-07-26,INTC,551.56
2022-07-27,AAPL,101.99
2022-07-27,GOOG,159.26
2022-07-27,TSLA,188.83
2022-07-27,AMZN,255.5
2022-07-27,MSFT,300.54
2022-07-27,NVDA,346.08
2022-07-27,META,404.71
2022-07-27,NFLX,452.86
2022-07-27,BABA,502.08
2022-07-27,INTC,552.47
2022-07-28,AAPL,103.9
2022-07-28,GOOG,152.95
2022-07-28,TSLA,206.56
2022-07-28,AMZN,250.87
2022-07-28,MSFT,296.11
2022-07-28,NVDA,354.15
2022-07-28,META,
2022-07-28,NFLX,448.03
2022-07-28,BABA,496.72
2022-07-28,INTC,550.72
2022-07-29,AAPL,101.02
2022-07-29,GOOG,152.09
2022-07-29,TSLA,203.28
2022-07-29,AMZN,244.86
2022-07-29,MSFT,295.99
2022-07-29,NVDA,346.76
2022-07-29,META,397.98
2022-07-29,NFLX,455.98
2022-07-29,BABA,498.3
2022-07-29,INTC,552.59
2022-08-01,AAPL,98.02
2022-08-01,GOOG,146.45
2022-08-01,TSLA,197.01
2022-08-01,AMZN,247.8
2022-08-01,MSFT,303.15
2022-08-01,NVDA,352.9
2022-08-01,META,406.15
2022-08-01,NFLX,451.91
2022-08-01,BABA,494.9
2022-08-01,INTC,547.11
2022-08-02,AAPL,102.67
2022-08-02,GOOG,149.16
2022-08-02,TSLA,202.0
2022-08-02,AMZN,241.73
2022-08-02,MSFT,300.41
2022-08-02,NVDA,343.37
2022-08-02,META,400.87
2022-08-02,NFLX,442.76
2022-08-02,BABA,496.91
2022-08-02,INTC,545.6
2022-08-03,AAPL,-101.15
2022-08-03,GOOG,159.71
2022-08-03,TSLA,198.07
2022-08-03,AMZN,256.97
2022-08-03,MSFT,307.28
2022-08-03,NVDA,350.92
2022-08-03,META,409.13
2022-08-03,NFLX,451.16
2022-08-03,BABA,501.46
2022-08-03,INTC,546.72
2022-08-04,AAPL,94.84
2022-08-04,GOOG,151.19
2022-08-04,TSLA,196.52
2022-08-04,AMZN,250.66
2022-08-04,MSFT,305.12
2022-08-04,NVDA,350.52
2022-08-04,META,393.27
2022-08-04,NFLX,448.78
2022-08-04,BABA,502.64
2022-08-04,INTC,560.79
2022-08-05,AAPL,108.66
2022-08-05,GOOG,144.3
2022-08-05,TSLA,204.17
2022-08-05,AMZN,252.8
2022-08-05,MSFT,298.16
2022-08-05,NVDA,347.53
2022-08-05,META,396.08
2022-08-05,NFLX,453.26
2022-08-05,BABA,504.95
2022-08-05,INTC,551.73
2022-08-08,AAPL,97.69
2022-08-08,GOOG,142.37
2022-08-08,TSLA,203.54
2022-08-08,AMZN,237.28
2022-08-08,MSFT,295.33
2022-08-08,NVDA,355.81
2022-08-08,META,400.11
2022-08-08,NFLX,454.48
2022-08-08,BABA,492.03
2022-08-08,INTC,546.07
2022-08-09,AAPL,100.12
2022-08-09,GOOG,146.96
2022-08-09,TSLA,204.91
2022-08-09,AMZN,248.31
2022-08-09,MSFT,287.81
2022-08-09,NVDA,343.21
2022-08-09,META,398.08
2022-08-09,NFLX,446.86
2022-08-09,BABA,487.83
2022-08-09,INTC,555.49
2022-08-10,AAPL,110.28
2022-08-10,GOOG,143.51
2022-08-10,TSLA,195.23
2022-08-10,AMZN,251.15
2022-08-10,MSFT,297.82
2022-08-10,NVDA,350.03
2022-08-10,META,395.54
2022-08-10,NFLX,445.19
2022-08-10,BABA,502.15
2022-08-10,INTC,559.8
2022-08-11,AAPL,97.95
2022-08-11,GOOG,162.42
2022-08-11,TSLA,192.26
2022-08-11,AMZN,250.63
2022-08-11,MSFT,299.13
2022-08-11,NVDA,351.21
2022-08-11,META,401.44
2022-08-11,NFLX,448.92
2022-08-11,BABA,506.5
2022-08-11,INTC,559.53
2022-08-12,AAPL,104.72
2022-08-12,GOOG,154.12
2022-08-12,TSLA,197.04
2022-08-12,AMZN,256.2
2022-08-12,MSFT,296.58
2022-08-12,NVDA,346.44
2022-08-12,META,396.24
2022-08-12,NFLX,450.87
2022-08-12,BABA,506.44
2022-08-12,INTC,552.87
2022-08-15,AAPL,91.82
2022-08-15,GOOG,153.98
2022-08-15,TSLA,201.46
2022-08-15,AMZN,254.58
2022-08-15,MSFT,309.17
2022-08-15,NVDA,349.53
2022-08-15,META,404.36
2022-08-15,NFLX,444.94
2022-08-15,BABA,-496.46
2022-08-15,INTC,545.81
2022-08-16,AAPL,99.86
2022-08-16,GOOG,153.51
2022-08-16,TSLA,200.87
2022-08-16,AMZN,251.38
2022-08-16,MSFT,299.21
2022-08-16,NVDA,352.66
2022-08-16,META,400.08
2022-08-16,NFLX,441.8
2022-08-16,BABA,499.77
2022-08-16,INTC,551.65
2022-08-17,AAPL,92.16
2022-08-17,GOOG,144.25
2022-08-17,TSLA,207.51
2022-08-17,AMZN,250.44
2022-08-17,MSFT,294.15
2022-08-17,NVDA,354.0
2022-08-17,META,389.82
2022-08-17,NFLX,457.31
2022-08-17,BABA,498.54
2022-08-17,INTC,542.72
2022-08-18,AAPL,98.45
2022-08-18,GOOG,146.68
2022-08-18,TSLA,192.33
2022-08-18,AMZN,256.8
2022-08-18,MSFT,302.77
2022-08-18,NVDA,344.33
2022-08-18,META,404.4
2022-08-18,NFLX,439.94
2022-08-18,BABA,506.87
2022-08-18,INTC,548.68
2022-08-19,AAPL,90.53
2022-08-19,GOOG,143.18
2022-08-19,TSLA,189.72
2022-08-19,AMZN,244.51
2022-08-19,MSFT,304.1
2022-08-19,NVDA,347.0
2022-08-19,META,394.88
2022-08-19,NFLX,461.19
2022-08-19,BABA,501.53
2022-08-19,INTC,553.86
2022-08-22,AAPL,91.94
2022-08-22,GOOG,158.17
2022-08-22,TSLA,189.02
2022-08-22,AMZN,244.48
2022-08-22,MSFT,300.73
2022-08-22,NVDA,360.76
2022-08-22,META,402.59
2022-08-22,NFLX,442.65
2022-08-22,BABA,501.44
2022-08-22,INTC,557.49
2022-08-23,AAPL,99.64
2022-08-23,GOOG,153.0
2022-08-23,TSLA,198.06
2022-08-23,AMZN,247.69
2022-08-23,MSFT,297.21
2022-08-23,NVDA,347.86
2022-08-23,META,404.57
2022-08-23,NFLX,453.46
2022-08-23,BABA,495.45
2022-08-23,INTC,552.97
2022-08-24,AAPL,101.73
2022-08-24,GOOG,146.23
2022-08-24,bad$symbol,205.66
2022-08-24,AMZN,247.35
2022-08-24,MSFT,304.3
2022-08-24,NVDA,358.41
2022-08-24,META,402.26
2022-08-24,NFLX,444.1
2022-08-24,BABA,501.52
2022-08-24,INTC,552.42
2022-08-25,AAPL,97.83
2022-08-25,GOOG,147.83
2022-08-25,TSLA,195.03
2022-08-25,AMZN,247.08
2022-08-25,MSFT,301.01
2022-08-25,NVDA,356.44
2022-08-25,META,393.42
2022-08-25,NFLX,458.64
2022-08-25,BABA,500.27
2022-08-25,INTC,549.71
2022-08-26,AAPL,92.05
2022-08-26,GOOG,152.73
2022-08-26,TSLA,197.72
2022-08-26,AMZN,248.33
2022-08-26,MSFT,298.74
2022-08-26,NVDA,348.63
2022-08-26,META,402.04
2022-08-26,NFLX,446.22
2022-08-26,BABA,500.45
2022-08-26,INTC,553.6
2022-08-29,AAPL,99.27
2022-08-29,GOOG,149.64
2022-08-29,TSLA,204.47
2022-08-29,AMZN,246.38
2022-08-29,MSFT,303.68
2022-08-29,NVDA,354.07
2022-08-29,META,402.27
2022-08-29,NFLX,454.37
2022-08-29,BABA,503.77
2022-08-29,INTC,555.58
2022-08-30,bad$symbol,92.54
2022-08-30,GOOG,145.8
2022-08-30,bad$symbol,203.3
2022-08-30,AMZN,242.93
2022-08-30,MSFT,310.49
2022-08-30,NVDA,350.01
2022-08-30,META,399.35
2022-08-30,NFLX,445.6
2022-08-30,BABA,503.35
2022-08-30,INTC,547.37
2022-08-31,AAPL,103.54
2022-08-31,GOOG,148.56
2022-08-31,TSLA,198.18
2022-08-31,AMZN,247.3
2022-08-31,MSFT,299.09
2022-08-31,NVDA,348.98
2022-08-31,META,406.91
2022-08-31,NFLX,450.78
2022-08-31,BABA,496.45
2022-08-31,INTC,548.79
2022-09-01,AAPL,106.34
2022-09-01,GOOG,151.73
2022-09-01,TSLA,201.2
2022-09-01,AMZN,247.35
2022-09-01,MSFT,293.58
2022-09-01,NVDA,342.79
2022-09-01,META,405.77
2022-09-01,NFLX,453.82
2022-09-01,BABA,496.73
2022-09-01,INTC,554.98
2022-09-02,AAPL,91.27
2022-09-02,GOOG,155.33
2022-09-02,TSLA,200.0
2022-09-02,AMZN,248.25
2022-09-02,MSFT,300.86
2022-09-02,NVDA,351.53
2022-09-02,META,399.69
2022-09-02,NFLX,451.06
2022-09-02,BABA,499.35
2022-09-02,INTC,552.26
2022-09-05,AAPL,105.16
2022-09-05,GOOG,151.23
2022-09-05,TSLA,195.71
2022-09-05,AMZN,247.53
2022-09-05,MSFT,306.64
2022-09-05,NVDA,352.51
2022-09-05,META,402.54
2022-09-05,NFLX,451.27
2022-09-05,BABA,501.33
2022-09-05,INTC,554.25
2022-09-06,AAPL,100.33
2022-09-06,GOOG,146.54
2022-09-06,TSLA,191.87
2022-09-06,AMZN,260.36
2022-09-06,MSFT,293.82
2022-09-06,NVDA,354.86
2022-09-06,META,407.19
2022-09-06,NFLX,443.94
2022-09-06,BABA,502.83
2022-09-06,INTC,546.98
2022-09-07,AAPL,95.93
2022-09-07,GOOG,151.18
2022-09-07,TSLA,200.07
2022-09-07,AMZN,247.56
2022-09-07,MSFT,300.53
2022-09-07,NVDA,355.79
2022-09-07,META,391.01
2022-09-07,NFLX,448.75
2022-09-07,BABA,499.09
2022-09-07,INTC,550.44
2022-09-08,AAPL,99.66
2022-09-08,GOOG,157.27
2022-09-08,TSLA,198.27
2022-09-08,AMZN,248.98
2022-09-08,MSFT,292.4
2022-09-08,NVDA,355.52
2022-09-08,META,403.61
2022-09-08,NFLX,446.84
2022-09-08,BABA,503.67
2022-09-08,INTC,543.11
2022-09-09,AAPL,104.51
2022-09-09,GOOG,148.7
2022-09-09,TSLA,199.52
2022-09-09,AMZN,244.53
2022-09-09,MSFT,295.81
2022-09-09,NVDA,353.68
2022-09-09,META,400.0
2022-09-09,NFLX,446.51
2022-09-09,BABA,511.97
2022-09-09,INTC,546.48
2022-09-12,AAPL,100.25
2022-09-12,GOOG,147.2
2022-09-12,TSLA,202.0
2022-09-12,AMZN,246.28
2022-09-12,MSFT,294.54
2022-09-12,NVDA,353.85
2022-09-12,META,407.09
